r_target,r_prime,beta,fidelity,map_error,post_prob,eta_error,objective
0.7149285714285715,0.682090909090909,0.99,0.7818082708531097,0.5976687586501592,0.3504571506532438,0.9413721644633624,1.1406319124704276
0.7149285714285715,0.682090909090909,0.9022222222222223,0.76146461477596,0.629504866089154,0.44574574395117783,1.0135507112345536,1.1451673793376052
0.8577142857142858,0.0005,0.638888888888889,0.7346910034032919,0.683899755260524,0.6009652603177567,1.1773817198570522,1.148726121698354
0.7149285714285715,0.5457727272727272,0.8144444444444445,0.7314472104807433,0.6790445139154188,0.5929142678412797,1.1368357973523704,1.1511401695140355
0.8577142857142858,0.5457727272727272,0.99,0.7389010586807798,0.666249958167682,0.5478606874707166,1.0963071905508812,1.1534185557515437
0.8577142857142858,0.1368181818181818,0.7266666666666668,0.7230482277986968,0.6982766272601696,0.6380266775274094,1.1982300374141053,1.1562150606977681
0.8577142857142858,0.40945454545454546,0.9022222222222223,0.7223096343035774,0.6936819666829596,0.6271020186022997,1.1663852553439584,1.1578213230782324
0.7149285714285715,0.2731363636363636,0.638888888888889,0.7163058346139928,0.7082825650018901,0.6659940163256529,1.2260840326252476,1.1589797222250708
0.8577142857142858,0.2731363636363636,0.8144444444444445,0.7177744968401917,0.7031688352571106,0.6509873583882535,1.1979516871486202,1.1599006592227923
0.7149285714285715,0.0005,0.2877777777777778,0.7248245649354614,0.702970507315374,0.6315621998769461,1.2435587277081601,1.1623648424414394
0.7149285714285715,0.40945454545454546,0.7266666666666668,0.7156479567298906,0.7057821460878855,0.6525924954960269,1.2074764840548846,1.1638379416099816
1.0005,0.0005,0.99,0.7386442918019482,0.6745220979810331,0.5437947365287278,1.1398150626525052,1.163980437914721
0.7149285714285715,0.682090909090909,0.8144444444444445,0.73722313184628,0.6665666908133373,0.5289545895583576,1.0971685330680945,1.1648662641878786
0.4293571428571429,0.40945454545454546,0.3755555555555556,0.7258886143486037,0.7008511136389193,0.6172907376065085,1.2833819810774056,1.1663171304870612
1.0005,0.1368181818181818,0.99,0.7273995834215348,0.6890032346554676,0.5883349421697769,1.1633151100567432,1.1674361801490445
0.5721428571428572,0.2731363636363636,0.4633333333333334,0.7147345442073538,0.7146638887009829,0.6637757343101501,1.265906802850577,1.168041477338554
0.8577142857142858,0.0005,0.5511111111111111,0.7236023057272143,0.7000583453603315,0.6143695981336533,1.2126309618487239,1.1692712405662906
0.7149285714285715,0.1368181818181818,0.4633333333333334,0.713719554195442,0.7156275527238303,0.664955981812786,1.2569244787254856,1.1694300076219952
0.5721428571428572,0.1368181818181818,0.2877777777777778,0.7170766267250783,0.7155711258894013,0.6562641086972812,1.2854060099799012,1.1703624448156824
0.5721428571428572,0.40945454545454546,0.5511111111111111,0.712558622080322,0.7140234979758591,0.6583050657438887,1.2519948384342607,1.1723123430235929
1.0005,0.2731363636363636,0.99,0.7166763434101684,0.7024038914367254,0.6198730538359087,1.183639279638032,1.1757910211086027
0.4293571428571429,0.2731363636363636,0.2877777777777778,0.7184969366322194,0.715341092246992,0.6382444764413955,1.313694891292256,1.177721917394075
1.0005,0.0005,0.9022222222222223,0.7283154132166567,0.6894724282942982,0.5621801766845043,1.1713402124680057,1.1800669267353894
0.8577142857142858,0.1368181818181818,0.638888888888889,0.7090092555164434,0.7186428568367941,0.6575394400593026,1.2428556312667767,1.1808638812906993
0.5721428571428572,0.5457727272727272,0.5511111111111111,0.7092114425657488,0.715805305720864,0.645946569891133,1.2531676193443162,1.1836205782095488
0.8577142857142858,0.5457727272727272,0.9022222222222223,0.7140385967358694,0.7027652162885162,0.6080403634489748,1.1744611148556334,1.1847064378281593
1.0005,0.1368181818181818,0.9022222222222223,0.7143134161189731,0.7078805068669656,0.6130266528693417,1.2034774859978694,1.1870537643133217
0.7149285714285715,0.0005,0.2,0.7129946424758655,0.720354066419399,0.6393969730208443,1.283630942467185,1.1876609374331113
0.8577142857142858,0.2731363636363636,0.7266666666666668,0.7003166755990955,0.7284747758295108,0.6789358039145811,1.2533029143852534,1.1886901982731248
0.8577142857142858,0.682090909090909,0.99,0.7377728545411883,0.6644340616920412,0.4752142280381632,1.078736163482081,1.1890540931317712
1.0005,0.40945454545454546,0.99,0.7079127114807156,0.7127655841184148,0.630768214396401,1.1967337114869012,1.1894687654394989
0.8577142857142858,0.40945454545454546,0.8144444444444445,0.7010203131911277,0.7246305694178813,0.667465274626781,1.2334808817747396,1.1898776189133633
0.8577142857142858,0.0005,0.4633333333333334,0.7126197783983749,0.7160347863411041,0.6262404818608625,1.248075022601567,1.1902947670122979
0.7149285714285715,0.5457727272727272,0.7266666666666668,0.7051041666615006,0.7179581488616944,0.6432500161583823,1.2230405777253557,1.1912289741210027
0.7149285714285715,0.2731363636363636,0.5511111111111111,0.6975075687458904,0.7357181576538429,0.6888417170462763,1.2878453813539745,1.1937897303848144
1.0005,0.0005,0.8144444444444445,0.7181362409381532,0.7041751454250318,0.5790130117102793,1.2027958079300425,1.1965323986317389
0.7149285714285715,0.682090909090909,0.7266666666666668,0.7102823523764111,0.7070815515315655,0.5994355145283636,1.1896339778652105,1.1970814418909725
1.0005,0.2731363636363636,0.9022222222222223,0.7004702603345339,0.7257702043448965,0.6524266077253194,1.2338086609024317,1.1990866401477032
0.7149285714285715,0.1368181818181818,0.3755555555555556,0.6986779909625023,0.7376111542277602,0.6787637786704009,1.3073496578485921,1.1995512739300573
